gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	count_expr.cells_sympt	min.cells_sympt	lower_hinge.cells_sympt	median.cells_sympt	upper_hinge.cells_sympt	max.cells_sympt	mean.cells_sympt	sd.cells_sympt	count_all.cells_sympt	count_expr.cells_asympt	min.cells_asympt	lower_hinge.cells_asympt	median.cells_asympt	upper_hinge.cells_asympt	max.cells_asympt	mean.cells_asympt	sd.cells_asympt	count_all.cells_asympt	cluster
RPL39L	4.94595201083115e-57	-0.385046744668668	0.053	0.293	1.81026789548431e-52	171	0.235104597041586	0.781190936320403	0.986172993134848	1.14799761678355	2.367546638764	0.984510911070165	0.317892371769139	3242	325	0.303922543537076	0.989876803525058	1.19197450625914	1.54119627046562	2.4890417349358	1.27638149017261	0.421396154998586	1110	cluster.tp01
S100A8	8.01654643907529e-23	0.409971419162512	0.479	0.186	2.93413616216595e-18	1552	0.177676655389011	1.11864093078087	1.71232704128323	3.02442904441217	6.71327564042477	2.36915608019319	1.66683446845303	3242	206	0.391985015110831	1.35141006662396	3.67894347554424	4.90974329079006	6.27917886719705	3.2666690750538	1.7657396202546	1110	cluster.tp01
S100A9	8.09820025132269e-20	0.392974423982027	0.52	0.209	2.96402227398662e-15	1686	0.192100761350465	1.14391620297351	1.70510614547546	2.97930489606906	6.68219412599185	2.40009366971854	1.7247893796232	3242	232	0.295103320239514	1.33053417701399	3.65202279429398	5.37243389527807	6.50981902650164	3.40707511681888	1.98247692504939	1110	cluster.tp01
SAMSN1	1.65830501181913e-50	0.321483557106417	0.387	0.197	6.0695621737592e-46	1256	0.177879460862455	1.02570786015183	1.33767463188962	1.74636657592364	3.36498146058314	1.3999108467544	0.484992946142205	3242	219	0.245642889833673	0.895755232428737	1.11427640165924	1.42833231629631	2.45754886362736	1.18733313642269	0.445794193726113	1110	cluster.tp01
SERPINB9	1.32928065948085e-44	0.284885452928503	0.345	0.167	4.86530014176586e-40	1118	0.177879460862455	0.957188449501994	1.20302863894149	1.60053766296384	3.43277830685243	1.30025066720418	0.49268165338655	3242	185	0.295103320239514	0.891186760600544	1.0736499941082	1.3122281487223	2.69244800991692	1.13308975950304	0.425391505470282	1110	cluster.tp01
SH2D2A	1.6428124282148e-53	0.3316414046803	0.341	0.145	6.01285776850897e-49	1106	0.277662770392144	1.04929312953035	1.38834166483168	1.75958139874727	3.10897179654093	1.44726693197251	0.485846399146538	3242	161	0.221063209784299	0.989133638964229	1.22270354457535	1.51787559906419	2.91434821331261	1.28902445736935	0.440124020431098	1110	cluster.tp01
SKIL	5.40115404530042e-81	0.397933813969298	0.375	0.145	1.97687639212041e-76	1217	0.177676655389011	1.02199270470377	1.34865824465361	1.76397536465063	3.72535192217174	1.43127508209103	0.569590524117304	3242	161	0.221063209784299	0.867130640057247	1.08623393730541	1.36961652239318	3.19200698369885	1.14936789174371	0.436596133874562	1110	cluster.tp01
SLA	7.37109763677156e-64	0.385124036548977	0.471	0.245	2.69789544603476e-59	1526	0.177676655389011	1.04342065631738	1.42956287510633	1.9174857665439	4.11859459307851	1.5123952762567	0.594164616613384	3242	272	0.303922543537076	0.979327897987853	1.19510732040295	1.5547489193259	2.93183297968347	1.26837538890112	0.434216715194797	1110	cluster.tp01
SLA2	2.32493725565026e-44	0.267848333605035	0.24	0.086	8.50950284940552e-40	777	0.154664293589064	1.02783563882061	1.26194543880559	1.69459572077441	3.26958577393738	1.38605933146166	0.494158394498581	3242	95	0.221063209784299	0.951595094232496	1.12911753946284	1.45214705015086	3.03882603952304	1.24392739635188	0.486516163734626	1110	cluster.tp01
SLC7A5	9.49484284770498e-61	0.326286599993852	0.308	0.118	3.4752074306885e-56	998	0.245594383898561	0.976475199980253	1.22839761837718	1.71260611304887	4.17596393557503	1.36453334131949	0.570931679315619	3242	131	0.245642889833673	0.845476059198379	1.04045198407971	1.34049818602128	2.50903445016341	1.12367282810948	0.455154920383508	1110	cluster.tp01
SMAD7	2.32775043806491e-60	0.384306405286934	0.484	0.239	8.51979937836138e-56	1570	0.154664293589064	1.07225739449053	1.4753113589298	1.88298563922678	3.51192664601481	1.51696095908011	0.562058840041311	3242	265	0.362057231105995	1.04664762149264	1.26943847996508	1.64847288182441	3.11238526667374	1.37795872909198	0.461642531659303	1110	cluster.tp01
ST3GAL5	5.55635275404208e-36	0.263023350785557	0.323	0.17	2.03368067150694e-31	1047	0.177879460862455	0.963120921425959	1.22524564591618	1.70759715086355	3.47427537347697	1.35675912958137	0.549627908878559	3242	189	0.245642889833673	0.883955351231219	1.07225739449053	1.36189932329737	2.95828168230784	1.16567006853172	0.435552986021466	1110	cluster.tp01
SYTL3	1.00702016202762e-50	0.356196420804916	0.491	0.29	3.68579449503729e-46	1593	0.279561260762793	1.13153083734248	1.56969347007338	1.97242949798354	3.47427537347697	1.59518391106857	0.577202544428964	3242	322	0.221063209784299	1.00433963273344	1.27239775752203	1.67088240096025	2.82646258005671	1.35666332671399	0.482978162716664	1110	cluster.tp01
TNFRSF1B	1.10465076011047e-74	0.429346657897701	0.621	0.386	4.04313224708032e-70	2012	0.154664293589064	1.22329643740397	1.69326670305925	2.14187724031185	3.85126679600707	1.73335219359483	0.620422422369661	3242	428	0.245642889833673	1.05848413782337	1.33757272793136	1.73719163114783	3.12721003219746	1.40417644044164	0.492864449916015	1110	cluster.tp01
TRGC2	2.85871141965936e-44	0.31374508910154	0.289	0.123	1.04631696670952e-39	938	0.359661433491829	1.14260601989912	1.56601410508574	1.96606371511628	3.19649355427692	1.59244948855789	0.527242749841245	3242	137	0.398151294673874	1.09807923961498	1.34908076477946	1.65392092078331	2.70786355434399	1.41981766682599	0.453917057625506	1110	cluster.tp01
TUBA4A	3.46788846004313e-34	0.291632248762747	0.514	0.366	1.26928185526039e-29	1668	0.245594383898561	1.13560245876116	1.58478162303863	2.04893480472354	3.89433133425102	1.62969168269956	0.625199562738021	3242	406	0.368066982198979	1.0018247702185	1.28880193361123	1.68094510288776	2.96436300988635	1.37243465436824	0.487044656844281	1110	cluster.tp01
UPP1	1.2185815958676e-28	0.252124721878978	0.419	0.266	4.46013049903499e-24	1357	0.223901125207622	1.05013794233015	1.37588534520515	1.75620468303654	3.19200698369885	1.42555964501352	0.484466552423772	3242	295	0.221063209784299	0.989080629549892	1.21824128213613	1.54976436751189	2.90043927573264	1.28187681698161	0.439232677826146	1110	cluster.tp01
VPS37B	5.53737393360982e-33	0.271704050557748	0.449	0.268	2.02673423344053e-28	1457	0.177676655389011	0.979477100282908	1.25009083721803	1.70963346024874	3.67532648770923	1.37420742265221	0.553201292090445	3242	298	0.291216941803434	0.962007832266111	1.18247701548436	1.525993697848	2.95138147019881	1.26612164913681	0.466097481230428	1110	cluster.tp01
XIST	8.10166436646374e-74	0.284219714804064	0.114	0	2.96529017476939e-69	369	0.389679940838381	1.26985259735406	1.82334814103649	2.45661387688219	4.08645398153607	1.91314427807373	0.80001239950737	3242	NA	NA	NA	NA	NA	NA	NA	NA	NA	cluster.tp01
ZEB2	2.09422941766153e-39	0.311385759063488	0.724	0.544	7.66508909158297e-35	2348	0.154664293589064	1.41358406141637	1.90261816788962	2.38619004782497	4.76159622912272	1.96334342793575	0.744291399348046	3242	604	0.348453815835032	1.25160553170358	1.69296616186175	2.15917765355265	3.90285489283434	1.74910000751747	0.612372954925978	1110	cluster.tp01
AREG	3.75995974179249e-34	-0.322708577423821	0.27	0.426	1.37618286509347e-29	1188	0.407105138598766	1.1028973164476	1.60124851938652	2.18074463314291	4.63762001177374	1.70539757867946	0.742020621423912	4402	707	0.482332019820858	1.29282311311192	1.84852643060094	2.48520698373321	4.44560136264075	1.93776796175368	0.782082157835234	1658	cluster.tp02
CD69	4.3859284329139e-43	-0.292656217282637	0.476	0.652	1.60529366573082e-38	2095	0.204114864745715	1.09409940604215	1.50930994415174	1.9237001916225	4.18634771292275	1.55821851616291	0.593570182340229	4402	1081	0.302412899261132	1.15214382108101	1.67298860542755	2.16790310503083	4.76221065596476	1.73815295518978	0.699286695824409	1658	cluster.tp02
HIST1H1E	9.78112145389185e-105	-0.437763498581552	0.483	0.734	3.57998826333896e-100	2126	0.283356880739711	1.01498587419523	1.37230336372319	1.81347431812035	3.33230094374059	1.43580454990173	0.547988353349232	4402	1217	0.438251382573247	1.24707790486076	1.74285734969923	2.1836516026334	3.58937033022457	1.76258707071471	0.637841120340581	1658	cluster.tp02
IFI44L	7.30017880224878e-40	-0.294208075047903	0.151	0.297	2.67193844341108e-35	663	0.201469835516444	0.88537543201906	1.11659716433439	1.52669912069554	3.05351917729249	1.22377859511207	0.494911647236583	4402	493	0.273716228459415	1.12742086529988	1.45289327865391	1.85055782761294	3.52280379665121	1.5208664361147	0.534473628350228	1658	cluster.tp02
IFITM1	3.2299348159731e-59	-0.365332762356399	0.449	0.611	1.18218844199432e-54	1976	0.204114864745715	1.10777894972714	1.50677619747282	1.87851031155736	3.03617989189796	1.51804216623239	0.502713968405518	4402	1013	0.302412899261132	1.42181933228228	1.93263982824053	2.4072659132	3.71696019976296	1.90838796161145	0.672352946291499	1658	cluster.tp02
LGALS1	2.64595507343028e-38	0.271475247826974	0.686	0.56	9.68446016426217e-34	3021	0.331318862027946	1.68701849187099	2.29079740731844	2.80432378343655	5.20724105245072	2.25828891426392	0.758894207841102	4402	928	0.485676144494408	1.32792604780249	1.9500702961755	2.57819026279168	4.40254188388554	1.98754746129404	0.741761181973494	1658	cluster.tp02
LYZ	9.71831152295436e-21	0.318743624661636	0.423	0.262	3.55699920051652e-16	1863	0.204114864745715	1.14493761827323	2.05684853102173	4.77757025886828	5.78578869644993	2.79966583052104	1.75274761747775	4402	435	0.508780687588347	1.18467837857616	2.63481949544914	4.58047008431149	5.44365213938106	2.86530874346344	1.65895104758706	1658	cluster.tp02
MT-ATP8	2.90537956828516e-90	-0.413001381905806	0.287	0.563	1.06339797578805e-85	1265	0.255228744050555	0.845928778598911	1.0678525619653	1.47754794854264	3.16390797782261	1.16867240504185	0.463310024409999	4402	933	0.244694466410265	1.0284123854335	1.31005024831488	1.71279232723695	3.11033565629299	1.38363726556612	0.489480703954918	1658	cluster.tp02
MT-ND4L	1.53049587723884e-78	-0.314466054744011	0.618	0.82	5.60176796028189e-74	2721	0.297910684969014	1.07734044392129	1.46377821376363	1.85191524678965	3.38680864421006	1.51149512583124	0.545334592221148	4402	1359	0.339121702518502	1.26208227529892	1.68112296730575	2.07838860936424	3.67626412197682	1.7146067349843	0.582183643650515	1658	cluster.tp02
MTRNR2L12	1.39926374556658e-262	-0.439398349165316	0.795	0.98	5.12144523514823e-258	3501	0.283356880739711	1.39555281176106	1.87702456431488	2.42000376355257	5.44696839858197	1.95940063324773	0.762178651553604	4402	1625	0.420349345032367	2.08224659260744	2.49285005194204	2.93921993319546	4.68036187359007	2.51936733892965	0.680386554016025	1658	cluster.tp02
MTRNR2L8	4.2287459025985e-45	0.294067408715483	0.342	0.273	1.54776328781008e-40	1504	0.204114864745715	1.04959634530918	1.78326997799127	2.52731054400784	4.51214606643357	1.84390074034711	0.883430896739914	4402	452	0.384341897912947	0.90032004663652	1.07842750201118	1.45095353584138	3.41388185531253	1.20836224453279	0.474081305032257	1658	cluster.tp02
MYOM2	2.80576663449216e-73	0.25167380924114	0.131	0.021	1.02693864589048e-68	575	0.323299708064674	1.19461655364981	1.70354232484629	2.16916436306418	3.62282374764712	1.72424180240127	0.603385693485441	4402	35	0.420349345032367	1.01217086411874	1.16594951843692	1.76569664523482	2.64813504203081	1.37814847375376	0.489175446244526	1658	cluster.tp02
RPS4Y1	4.69632277256843e-46	-0.265231165890584	0.505	0.723	1.71890109798777e-41	2225	0.25961282279243	1.36950713014174	1.78141811543332	2.13883183490239	3.20723752603708	1.75274255552442	0.511301150239745	4402	1198	0.507803992968244	1.37737977177137	1.74527247999223	2.12867818163537	3.1527615497841	1.75288719430781	0.512868704625303	1658	cluster.tp02
S100A8	7.03502974847782e-20	0.32281413274378	0.366	0.217	2.57489123824037e-15	1609	0.200816255869977	1.1597518700716	2.10977392952907	4.72316798585897	6.77330182491493	2.86925161922181	1.82500596914461	4402	359	0.273716228459415	1.18618001652927	2.76512042763226	4.66528837297177	6.30185021801947	2.94652398106013	1.75738187597709	1658	cluster.tp02
S100A9	1.84537793442382e-18	0.312294811555676	0.399	0.252	6.75426777778462e-14	1755	0.204114864745715	1.12110843070018	2.0485643031154	4.90042665849617	6.7108552659468	2.85624996139972	1.90493975071164	4402	417	0.371385194799924	1.14144419716619	2.11168655381106	4.73619758645742	6.45045937467874	2.87248420117666	1.85260733626238	1658	cluster.tp02
XIST	3.383763939041e-310	0.681091942112916	0.32	0	1.2384914393284e-305	1410	0.300508286974597	1.27749930882602	1.83273791745819	2.36807269912178	4.48705562573494	1.88365899668034	0.761095876334019	4402	NA	NA	NA	NA	NA	NA	NA	NA	NA	cluster.tp02
ZNF331	2.42747813189711e-61	-0.375530818678774	0.282	0.506	8.88481271055662e-57	1243	0.295524981294286	0.969208748544844	1.21182298683557	1.67580700461067	3.27507816971916	1.34163840068693	0.53564694748764	4402	839	0.374466316090444	1.08163829598658	1.4513894860695	1.9811382035059	3.59365989796621	1.55878308870067	0.608704904871646	1658	cluster.tp02
ARHGAP15	6.9002858039878e-16	-0.303562857146367	0.209	0.443	2.52557360711758e-11	663	0.212331400995596	0.93737862209765	1.12657463680494	1.41505703496378	2.83623022199256	1.18820635056704	0.428978227121178	3169	182	0.28606626202006	0.825579226663275	1.15694190359545	1.50534254219343	2.60733178829351	1.22169789727258	0.471294082864685	411	cluster.tp03
CCL5	4.07177911238468e-12	0.296236090708615	0.705	0.55	1.49031187292392e-07	2234	0.334653640984736	2.97008678614073	3.46949820704878	3.83625309135313	4.84832850374887	3.27125389560361	0.848164277438182	3169	226	0.572222148361007	2.7154782978681	3.26313830071364	3.62916189895407	4.66267250378297	3.07775358113826	0.815757941116369	411	cluster.tp03
CCNL1	6.63839195574976e-19	-0.250942717162139	0.704	0.878	2.42971783972397e-14	2231	0.426869726708414	1.16686275760118	1.57188174847368	1.96985904919297	3.76090713740441	1.61832939752047	0.573637518425053	3169	361	0.40388801709857	1.26276296173842	1.71990569382691	2.11770982490434	3.814009999584	1.75984615310034	0.645318118782806	411	cluster.tp03
CD79A	3.5209167130524e-06	-0.262576755076516	0.157	0.265	0.128869072614431	498	0.332798878435844	1.72519403305291	2.52171617853217	2.99811039595896	4.3348914251999	2.34691559636364	0.876443075731298	3169	109	0.652173805748157	1.96290084905076	2.61492888427982	2.96838937060155	3.6799685351469	2.42095194504155	0.724857183789353	411	cluster.tp03
CEBPB	7.01059716819061e-16	0.301617926208277	0.559	0.397	2.56594866952945e-11	1770	0.218009936919753	1.19727140766849	1.66278167840063	2.14139080346154	3.73129691654231	1.72224499014313	0.608687517594076	3169	163	0.34441723705073	0.963256431061094	1.39990981749437	1.85726098925566	3.34688024480056	1.49220906679057	0.634291844850985	411	cluster.tp03
CRIP1	8.32260688232694e-20	0.2783506708335	0.821	0.723	3.04615734500049e-15	2603	0.291020635925048	1.6842132992603	2.20674420076273	2.69938526574269	4.58074685458838	2.20713868813858	0.724535918332663	3169	297	0.604699922940006	1.36797774859458	1.80077439432356	2.27684111454858	3.45836867614364	1.82577505069968	0.641999968683972	411	cluster.tp03
CST7	5.25132785680576e-13	0.295018154718947	0.638	0.482	1.92203850886948e-08	2021	0.218009936919753	2.063420415282	2.47480747135108	2.86619337374153	3.98472403277699	2.41217256536726	0.622274779694364	3169	198	0.307759181770847	1.8194345531076	2.29319607078407	2.64266303285296	3.81484731400394	2.21878765600852	0.668236521825514	411	cluster.tp03
