gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	count_expr.cells_sympt	min.cells_sympt	lower_hinge.cells_sympt	median.cells_sympt	upper_hinge.cells_sympt	max.cells_sympt	mean.cells_sympt	sd.cells_sympt	count_all.cells_sympt	count_expr.cells_asympt	min.cells_asympt	lower_hinge.cells_asympt	median.cells_asympt	upper_hinge.cells_asympt	max.cells_asympt	mean.cells_asympt	sd.cells_asympt	count_all.cells_asympt	cluster
FMNL1	0.000487816613080611	0.293749135398354	0.502	0.324	1	126	0.642498766038455	1.15303313891683	1.50660217199337	1.97136480093404	3.553756260866	1.61948514192532	0.60822444796483	251	33	0.545321632509656	1.15022217081787	1.36994481994059	1.72386818199627	3.03599117597002	1.48049088971275	0.507162841185364	102	cluster.tp01
FOS	3.06940464618265e-06	-0.434250669550385	0.518	0.706	0.112343279454931	130	0.55624037411779	1.29744352479974	1.76146090767547	2.19456234614654	4.17568954863878	1.80470539706523	0.680908578736541	251	72	0.545321632509656	1.52297592874065	2.21475193963969	3.05867886191853	3.79850703359028	2.28677556145305	0.831176218687113	102	cluster.tp01
GPR132	4.10945602358282e-09	0.331024147845417	0.211	0.029	0.000150410199919155	53	0.642498766038455	1.06138077407076	1.36189932329737	1.70354232484629	2.84457979368529	1.42659602898662	0.495168141129559	251	3	1.03527152460167	1.07445321313929	1.1136349016769	1.23901159331888	1.36438828496085	1.17109823707981	0.171918546626159	102	cluster.tp01
GRASP	4.29807997195905e-14	0.621842947344446	0.665	0.314	1.57314025053673e-09	167	0.55624037411779	1.30916539447686	1.90699841603532	2.35314787810546	3.61893007138801	1.88965316965044	0.690161715938102	251	32	0.830295213654656	1.11985560293941	1.3015188364657	1.90369071250429	2.38975337871679	1.48810980715398	0.459392128285003	102	cluster.tp01
HERC5	0.00330630039933576	-0.254484017036868	0.092	0.216	1	23	0.55624037411779	1.00783564858549	1.25204914163945	1.45782033904481	2.35796095145531	1.28542838743816	0.424133739677346	251	22	1.01063146506117	1.12812712839952	1.3740943573391	1.82240538127408	3.06832313023201	1.54585495624586	0.530185013997119	102	cluster.tp01
HERPUD1	9.35149703801481e-05	0.277113373114372	0.813	0.725	1	204	0.857092597904249	1.97872373541212	2.4747047388139	2.91977025697247	4.44637410678703	2.44155792469813	0.674554492469012	251	74	0.896221208920988	1.49144824386036	1.94831559239192	2.48399047931622	3.92304234637199	2.01632809864516	0.747211205442573	102	cluster.tp01
HSP90B1	0.000431148128554318	0.284102504481324	0.693	0.52	1	174	0.757958512876672	1.35098587078419	1.78411210947694	2.27990778048484	4.50651750869501	1.8526806882316	0.636541380106173	251	53	0.545321632509656	1.20917785230163	1.62514101547191	1.99678960862072	3.5184832336717	1.68590622931643	0.619721486841617	102	cluster.tp01
HSPA5	0.000387929863180398	0.27380234380881	0.534	0.382	1	134	0.640794644187906	1.16625372558609	1.52480532458068	1.88290688951202	3.23403035351758	1.5632666978797	0.503021144218287	251	39	0.545321632509656	1.1195771506657	1.27165064315852	1.55902129819881	2.35364026379433	1.35331074360795	0.369261979676342	102	cluster.tp01
IFI16	0.000514148533175776	-0.288378837194739	0.406	0.618	1	102	0.771712088542221	1.03750164011064	1.43045610051297	1.86102985371767	2.8722038877824	1.50806266045171	0.535684806773164	251	63	0.592482729383103	1.12615585583923	1.43095366864225	1.90304509867401	3.38680864421006	1.57000075446522	0.53923585616473	102	cluster.tp01
IFI44L	5.37678862394224e-07	-0.427941510347832	0.446	0.706	0.019679584042491	112	0.757958512876672	1.25684343415926	1.71978692263487	2.22707395750083	3.33774147561293	1.76988249919208	0.635964449708898	251	72	0.578586050764698	1.63554061847207	1.99451432375005	2.33363923174234	3.2756904495112	1.99434245636452	0.556569290037898	102	cluster.tp01
IFI6	0.000740702836103234	-0.289700366051352	0.259	0.441	1	65	0.55624037411779	0.983545680701279	1.24566570662461	1.58926704261798	2.74376828370429	1.32903312371789	0.474549641992787	251	45	0.592482729383103	1.1206900455795	1.36994481994059	1.78059725485862	2.51246491818059	1.45768753961755	0.425071928719367	102	cluster.tp01
IRF7	0.00162057975008064	-0.270460865335292	0.163	0.314	1	41	0.802414383086754	0.954135117637544	1.11480395735806	1.51815382941634	2.28109034946334	1.25630909970875	0.388261572553489	251	32	0.592482729383103	1.11688402135449	1.52402128984148	1.76325367530838	2.35709500583626	1.4462343868572	0.431283414330107	102	cluster.tp01
ISG15	0.0035770207159637	-0.257111033897669	0.251	0.431	1	63	0.640794644187906	1.01527974364674	1.39202158099479	1.8965879719078	3.09383398879379	1.50507789133382	0.606558279253506	251	44	0.962007832266111	1.14827537803685	1.34788765736687	1.7680442504501	2.41127474733675	1.49881587140458	0.425636382365911	102	cluster.tp01
JCHAIN	7.09891177905456e-06	0.35853978179946	0.402	0.206	0.259827270025176	101	0.640794644187906	1.16125673987257	1.52683938889137	1.99844174348819	3.23046829086559	1.59103540427597	0.55222700250366	251	21	0.578586050764698	1.07428430337887	1.31461347305505	1.657176509267	2.38975337871679	1.35656844851734	0.401060510326918	102	cluster.tp01
KDM6B	1.91926865102079e-11	0.571212765693651	0.594	0.304	7.02471518960119e-07	149	0.55624037411779	1.43924329833117	1.84537770631748	2.32818064018301	4.20674374033727	1.91040276480583	0.726455842137555	251	31	0.578586050764698	1.05100233860476	1.19293368619552	1.91851732916697	2.43793040895244	1.43567722034989	0.540455999762131	102	cluster.tp01
KTN1	3.83610237661937e-05	0.320564994112429	0.657	0.451	1	165	0.640794644187906	1.25009083721803	1.57742268546766	2.04182530667018	3.59969814120897	1.66260854280426	0.554926961750729	251	46	0.896221208920988	1.11929892727683	1.41132815772431	1.74891078375771	2.73160407091661	1.49882925065273	0.482835539003055	102	cluster.tp01
LINC02397	0.000786669896014297	0.257297390355611	0.327	0.167	1	82	0.737807700503282	1.00918897778944	1.31086988203501	1.79972029394135	2.93351608337319	1.42940695922412	0.507358715238399	251	17	0.830295213654656	1.10844137008928	1.12418458327894	1.67651342134528	2.2122988870065	1.3641138195733	0.426009604947138	102	cluster.tp01
LRRFIP1	0.0010960009594729	0.269166515737273	0.606	0.461	1	152	0.640794644187906	1.35311375428125	1.79201051161496	2.21504599692841	3.42699720302002	1.80819821028544	0.606560664779334	251	47	0.898804429293679	1.16705627677565	1.45038897865379	1.87867682363752	2.96610809164301	1.60255504144283	0.53480689810756	102	cluster.tp01
LY6E	0.00129722683567148	-0.253168514792732	0.546	0.686	1	137	0.787825166412276	1.17926977618757	1.56459081481167	2.02195542015221	3.19480852872206	1.60309488354099	0.506253788466312	251	70	0.830295213654656	1.33508949448692	1.77498465597953	2.21030866675905	3.06355617066382	1.79907757463817	0.559454545478277	102	cluster.tp01
MANBA	0.000325702250377632	0.275275551163362	0.315	0.147	1	79	0.55624037411779	1.03494337950899	1.36189932329737	1.83470574456394	2.92069214812641	1.46597874776788	0.55218392926905	251	15	0.896221208920988	1.14803028238725	1.37433951296813	1.63937790634345	2.05863533509489	1.41131869717552	0.336385972595238	102	cluster.tp01
MBNL2	1.18995401587211e-05	0.308751239840771	0.271	0.098	0.435535069349353	68	0.705315444133838	1.08219462374051	1.37453428748579	1.78365556750858	2.93351608337319	1.49159425153776	0.50190059372016	251	10	1.07428430337887	1.23605340726104	1.35502418864995	1.42409017594872	1.84762540377944	1.3625593599098	0.21522700970924	102	cluster.tp01
METRNL	5.23557349117663e-08	0.296926973207563	0.191	0.029	0.00191627225350556	48	0.81617406672234	1.0176667845271	1.26616544732386	1.77244100362743	2.99115672171784	1.41441002614977	0.493982393650077	251	3	1.12812712839952	1.14654459490329	1.16496206140706	1.17783016726215	1.19069827311724	1.16126248764127	0.031449199868323	102	cluster.tp01
MIDN	1.51694542004414e-06	0.374561189127286	0.287	0.127	0.0555217193190356	72	0.883788664672903	1.32018655963939	1.62654631482521	2.25206974704916	3.23124631958246	1.76940555210088	0.578251082281037	251	13	0.898804429293679	0.995005484324552	1.12812712839952	1.42409017594872	2.38975337871679	1.27766930501232	0.428832018135803	102	cluster.tp01
MOB3A	5.00447624519542e-07	0.396864920317595	0.414	0.176	0.0183168835050398	104	0.55624037411779	1.06531969245634	1.49115882505689	1.87913862448654	2.94880745714876	1.51761824441311	0.515784826997563	251	18	0.545321632509656	0.99489805080823	1.1924687062339	1.77447081929978	2.50077522546691	1.34354122375096	0.557261591745147	102	cluster.tp01
MT-ND4L	0.00133294949397738	0.264868630532133	0.558	0.392	1	140	0.642498766038455	1.20507307456235	1.56818214443102	2.05774285034864	3.32797129238541	1.66075861396027	0.596809375064693	251	40	0.545321632509656	1.23247472582796	1.52467479838395	1.76657209177224	2.50231772121364	1.53822800620116	0.454318633960639	102	cluster.tp01
MTRNR2L12	1.87246856274117e-08	0.432631760291935	0.761	0.569	0.000685342218648895	191	0.55624037411779	1.61173530326272	2.02895195743514	2.64256804799144	4.05358807918276	2.14093383796583	0.743514856956161	251	58	0.743317643418389	1.12418458327894	1.5972342075623	2.17248585948753	3.39049660996152	1.6671124828231	0.580335945827511	102	cluster.tp01
MTRNR2L8	0.00019149838388436	0.257105233118511	0.151	0.059	1	38	0.858500295260349	1.16777741060764	1.50454717092112	2.49497320423102	3.76621910039995	1.85748112366247	0.836535145601337	251	6	0.830295213654656	0.898804429293679	1.20221872637532	1.33508949448692	1.88290688951202	1.22525557994965	0.376631026271722	102	cluster.tp01
MYC	0.000455762379784742	-0.292497592828149	0.251	0.471	1	63	0.55624037411779	0.968966829016148	1.38356309013006	1.77790292546925	2.65887483659063	1.42595642024199	0.52419439932176	251	48	0.578586050764698	1.14701317142675	1.38839957105922	1.66325938357691	2.21738727657938	1.40911170080304	0.359670427180156	102	cluster.tp01
NAMPT	0.00018761375528162	0.25501263757789	0.271	0.157	1	68	0.640794644187906	1.06799432851831	1.3644323085824	1.79763449024821	2.83774250824316	1.46158329546986	0.517082334462114	251	16	0.578586050764698	1.02318581028389	1.14654459490329	1.21225199671237	1.33508949448692	1.08242376227138	0.222165486424134	102	cluster.tp01
NEIL1	0.000325499215868907	0.29091352942742	0.279	0.157	1	70	0.754241962140028	1.15660568467706	1.59102638283575	2.24332327423726	3.76487975657908	1.7350029765823	0.657118538974038	251	16	0.545321632509656	1.10587981141128	1.26841080441904	1.74240918274251	2.03139431113894	1.35716282149171	0.409672608797001	102	cluster.tp01
NFE2L2	0.000137407009697001	0.299742959297927	0.418	0.255	1	105	0.55624037411779	1.09821244859881	1.47148641075863	1.95297183875224	2.81208317764689	1.54344258920821	0.521390250789922	251	26	0.896221208920988	1.0453303103343	1.23787860650039	1.50289238988695	2.16346022142362	1.32181047496003	0.354121899766449	102	cluster.tp01
NFKB1	0.00035546586108699	0.293546322119612	0.434	0.284	1	109	0.640794644187906	1.18436253602304	1.57180616893522	1.94779823749812	3.60177729359756	1.61922218527852	0.572127725338528	251	29	0.578586050764698	1.11929892727683	1.27165064315852	1.74891078375771	2.39215750263274	1.37033396755646	0.459569141346499	102	cluster.tp01
NFKB2	3.14316874497901e-06	0.371319453860209	0.49	0.255	0.115043119234977	123	0.55624037411779	1.07162674172177	1.41825088212579	1.92225345980238	3.23124631958246	1.5383666615956	0.572337339696758	251	26	0.896221208920988	1.11902116029932	1.3806921715832	1.63587332633801	2.21738727657938	1.3960908618033	0.351705205567029	102	cluster.tp01
NFKBID	6.43204672656081e-06	0.354696436444332	0.689	0.49	0.235419342238852	173	0.687938189493653	1.36243951315397	1.79961496916836	2.30051770749942	3.67034133311502	1.86403732388127	0.635537690937559	251	50	0.545321632509656	1.17592742374242	1.65010685168496	1.97867028992048	2.69673702406138	1.60501472665423	0.487544322206328	102	cluster.tp01
NOP58	0.000817055012958773	0.276010098675347	0.394	0.196	1	99	0.642498766038455	1.00958191819187	1.40906951443495	1.83391134581255	2.35796095145531	1.43885819799308	0.463324370596867	251	20	0.896221208920988	1.1391746496087	1.448901884217	1.63470946412273	3.42531774355887	1.50230117666726	0.584497491061795	102	cluster.tp01
NR4A1	3.76938365953156e-06	0.396736748337777	0.363	0.167	0.137963211322515	91	0.642498766038455	1.25232119749682	1.78347441769395	2.13467118187585	4.07575172914548	1.77944974612114	0.686851399089278	251	17	1.05560451231683	1.12812712839952	1.33138702977289	1.63587332633801	2.71982683432638	1.49763383123868	0.477473412978286	102	cluster.tp01
NR4A2	2.25573832652915e-07	0.449558941084759	0.665	0.422	0.00825622784892936	167	0.790513893862339	1.49237893958194	2.08934806188263	2.61307506353187	4.09470986929485	2.06991344845729	0.725709775532027	251	43	0.925447583096672	1.19653411751753	1.63587332633801	2.21313442753336	3.03851061750011	1.75710306961867	0.611309645610541	102	cluster.tp01
NR4A3	8.34492444561349e-10	0.353799773058306	0.207	0.02	3.05432579633899e-05	52	0.55624037411779	1.04410215307277	1.32018655963939	1.90054176797917	3.39142087940008	1.4871389913457	0.585108251978501	251	2	0.946640802351753	0.946640802351753	1.20406249027116	1.46148417819056	1.46148417819056	1.20406249027116	0.364049242304594	102	cluster.tp01
P2RY10	0.00150805082328858	0.251935959759889	0.518	0.353	1	130	0.642498766038455	1.06735167034271	1.42170620384452	1.87890179222575	3.05025475493917	1.4954282292358	0.532711218327439	251	36	0.545321632509656	1.03619430314599	1.33323826212991	1.60016151373934	2.35364026379433	1.38887258076388	0.437113968280081	102	cluster.tp01
PBRM1	0.000554236998974037	0.254498921876478	0.275	0.118	1	69	0.55624037411779	1.00918897778944	1.29157767271088	1.75048145574537	2.76581789952033	1.39914110911321	0.496833500550975	251	12	0.545321632509656	0.978506658295331	1.28148612697034	1.7521616440652	2.50077522546691	1.36595458645272	0.577214114749361	102	cluster.tp01
PELI1	0.00241289717581385	-0.254688777410923	0.458	0.637	1	115	0.55624037411779	1.25774809956429	1.64508996955032	2.0612664326226	3.38267700447805	1.67003630730729	0.538568566195209	251	65	0.898804429293679	1.23605340726104	1.72160114427246	2.09276742391351	3.23514631970531	1.73552134347956	0.577418846814225	102	cluster.tp01
PHF20L1	8.60177760092379e-05	0.269522893352568	0.287	0.137	1	72	0.55624037411779	0.97503310705258	1.26638947119959	1.7380850979104	2.54020282537296	1.36721134357082	0.503639894716326	251	14	0.545321632509656	0.898804429293679	1.04030091746798	1.27165064315852	2.33742477636058	1.12892652687201	0.433922213444163	102	cluster.tp01
PIK3IP1	4.60747254201116e-06	0.385113102926272	0.458	0.225	0.16863810251015	115	0.737807700503282	1.16272615496009	1.56459081481167	1.88730340346428	3.26938297558716	1.60105089065474	0.532316655869828	251	23	0.743317643418389	1.00370263478314	1.26103848076862	1.68817446947789	3.06832313023201	1.45199887497047	0.611577601628842	102	cluster.tp01
PIM3	1.87951038553907e-05	0.352630040497846	0.637	0.431	0.687919596211156	160	0.640794644187906	1.35580721904998	1.83947048562482	2.34285384194169	3.26857222569156	1.84091137355712	0.627989037285239	251	44	0.743317643418389	1.24145340523997	1.53565627491055	2.01086747048518	2.84212583421072	1.62777916371874	0.497606256350218	102	cluster.tp01
PMEPA1	3.57485302386912e-06	0.352117569020124	0.355	0.167	0.130843195526633	89	0.640794644187906	1.09225296675982	1.51815382941634	1.97136480093404	3.10638605347292	1.56029097354702	0.544534165776787	251	17	0.830295213654656	1.11929892727683	1.33570886433178	1.48362459509225	1.72160114427246	1.3012097612385	0.252119076265417	102	cluster.tp01
POGZ	0.000142859945897398	0.251219439771474	0.219	0.078	1	55	0.55624037411779	1.02578637440379	1.47381749987807	1.719584102985	2.94880745714876	1.43641474239088	0.487737918378544	251	8	0.995005484324552	1.0794826060056	1.15541570707466	1.63595189680307	1.93620188613572	1.33411347377837	0.355017339998431	102	cluster.tp01
POLD4	2.03210197976643e-05	-0.345967162371028	0.394	0.618	0.74376964561431	99	0.642498766038455	1.04514270730045	1.27433534154027	1.74572236270772	2.63612183117666	1.41749596284325	0.483240969161492	251	63	0.578586050764698	1.25515579771697	1.57910175768955	1.90304509867401	2.56163270669221	1.58927378038941	0.427037295470726	102	cluster.tp01
PPP1CB	3.32470080806991e-06	0.370711879058302	0.478	0.255	0.121687374276167	120	0.55624037411779	1.06268240602249	1.46015913606948	1.87445746415891	2.90914119708542	1.52703695193159	0.573788123845199	251	26	0.545321632509656	1.05560451231683	1.26189566267834	1.50289238988695	2.69673702406138	1.32610914762811	0.471311126079759	102	cluster.tp01
RARA	2.35867199368359e-10	0.372378732662779	0.207	0.039	8.63297536408132e-06	52	0.642498766038455	1.21639517036489	1.65435778713034	1.95962854997562	2.88195867041462	1.6108968268129	0.492399538186788	251	4	0.578586050764698	0.5855343900739	0.711388971518879	0.960682395448858	1.09106957724306	0.773108392761379	0.241408518993282	102	cluster.tp01
RASGEF1B	7.50397012170098e-05	0.334914447096263	0.446	0.216	1	112	0.754241962140028	1.07232071066362	1.47265195531835	1.8299145398145	3.00264611680576	1.54654349253558	0.527529621639349	251	22	0.896221208920988	1.12812712839952	1.47546131483285	2.05863533509489	2.35364026379433	1.57616375159364	0.504236907505867	102	cluster.tp01
RELB	0.000147084215453418	0.283007449289509	0.331	0.147	1	83	0.642498766038455	1.01466785884661	1.25868726279144	1.79264699570842	2.43840737755515	1.40273634606193	0.482651821129691	251	15	0.946640802351753	1.13162885921769	1.27908797507178	1.58003444957697	2.14804752366938	1.38111815174649	0.348634205632563	102	cluster.tp01
RFTN1	2.34254213210141e-05	0.27900281025804	0.275	0.108	0.857393845770438	69	0.687938189493653	0.994361259230302	1.27091228700105	1.57696549954871	2.2763703435199	1.33270275694582	0.408476173668775	251	11	0.545321632509656	1.01370777951816	1.12013314103207	1.25038899418071	2.34877063814069	1.16929406597325	0.481093827142965	102	cluster.tp01
RGS16	2.86556891284835e-06	0.273533686866412	0.143	0.02	0.104882687779162	36	0.827748784794205	1.21333105089156	1.60970289550443	2.09826439949599	3.06280008569134	1.68587972437369	0.571388015260668	251	2	0.743317643418389	0.743317643418389	1.39378890756448	2.04426017171057	2.04426017171057	1.39378890756448	0.919905283689371	102	cluster.tp01
RHOG	6.59145526672422e-05	0.306583024746274	0.474	0.284	1	119	0.642498766038455	1.06804072584502	1.40906951443495	1.82822733855246	2.62140981280168	1.47912390322469	0.488264650424575	251	29	0.896221208920988	1.10844137008928	1.24075123642542	1.525993697848	2.38975337871679	1.32093452216837	0.324164548805596	102	cluster.tp01
RNF19A	0.000237404268634742	0.290218245943179	0.45	0.265	1	113	0.642498766038455	1.16125673987257	1.4244495020193	1.83689930522053	2.94880745714876	1.49327166744218	0.473523475493971	251	27	0.830295213654656	1.11999448642817	1.39772738363091	1.47820555430866	2.38975337871679	1.3885069181541	0.366456506211928	102	cluster.tp01
RPL39L	1.87192794158874e-07	-0.439946398751988	0.028	0.304	0.00685144345900894	7	0.790513893862339	0.835585275098276	0.883788664672903	1.16522943985364	2.367546638764	1.14906837531473	0.577248340372821	251	31	0.545321632509656	1.10139242477031	1.19293368619552	1.52067923753647	2.4890417349358	1.31621355634293	0.441226426770735	102	cluster.tp01
RRM2B	1.29504117445712e-05	0.289353967399867	0.271	0.098	0.473998020263052	68	0.810375061591512	1.0281287369484	1.18256048203441	1.69631946085301	2.74535752713338	1.36422243608236	0.459364671875314	251	10	0.830295213654656	1.0453303103343	1.10732866792473	1.31461347305505	2.22471274565542	1.23106171900195	0.384743165469538	102	cluster.tp01
S100A8	1.19917140144441e-12	0.507904204108635	0.343	0.069	4.3890872464267e-08	86	0.55624037411779	0.974930263568738	1.42158748709415	1.98586618555096	3.26857222569156	1.56927922764529	0.684992760529203	251	7	0.592482729383103	0.979356297528046	1.12418458327894	1.49815921488425	1.62743815519806	1.18559092752638	0.378836350996686	102	cluster.tp01
S100A9	6.50741980138926e-09	0.465000466798729	0.418	0.157	0.000238178072150648	105	0.705315444133838	1.16625372558609	1.42134233271493	2.02995669182773	3.33774147561293	1.62077173832424	0.600782884126961	251	16	0.578586050764698	1.06461940743582	1.17696943066978	1.74917920078595	2.35709500583626	1.3749015235341	0.495614380458243	102	cluster.tp01
SATB1	0.000302188373834458	0.277349945769633	0.315	0.186	1	79	0.55624037411779	1.07131065012054	1.43447530317095	1.88880563798359	3.40422310257869	1.55518198510916	0.58321443020716	251	19	0.578586050764698	1.0027647579347	1.1206900455795	1.35921592998558	2.2122988870065	1.22924719608134	0.409660234625878	102	cluster.tp01
SC5D	1.49097987100585e-14	0.587169017999502	0.394	0.098	5.45713542586852e-10	99	0.737807700503282	1.19962679847392	1.69187998823425	2.11359030086455	3.63342237855461	1.71516164268694	0.622397900755378	251	10	0.545321632509656	1.01063146506117	1.11575276325985	1.24075123642542	2.34677381447963	1.18276393682948	0.515853319894728	102	cluster.tp01
SERPINB6	0.00116822063261567	-0.256705680633401	0.072	0.206	1	18	0.687938189493653	0.853439914245068	1.03728247284813	1.32913594727994	1.61136068181353	1.09960679000975	0.285841843007271	251	21	0.592482729383103	1.09106957724306	1.24075123642542	1.63870869362999	2.38975337871679	1.4035237069639	0.485564254947074	102	cluster.tp01
SKIL	2.21492496355994e-07	0.401965402330278	0.378	0.176	0.00810684685912573	95	0.800923141521216	1.26378015838118	1.57316793425834	1.93968153177531	3.11787344929481	1.62913191984121	0.497588801274773	251	18	0.578586050764698	1.05560451231683	1.20105576924858	1.42409017594872	2.34877063814069	1.26643543131767	0.438999028543966	102	cluster.tp01
SLC2A3	0.000566557316490528	0.273505054080499	0.502	0.382	1	126	0.640794644187906	1.16777741060764	1.59406322162558	2.02895195743514	3.8886907112042	1.66297559100947	0.61390431703292	251	39	0.896221208920988	1.08461970699687	1.25922897277505	1.60719175533165	2.15094959722266	1.35462161497239	0.340365024130486	102	cluster.tp01
SMAD7	8.34601427546426e-06	0.33077194507919	0.239	0.098	0.305472468496268	60	0.909563915425996	1.36997208462516	1.72484595213687	2.05192440138433	2.94880745714876	1.75399074124973	0.517989946101788	251	10	0.925447583096672	1.09106957724306	1.18391546706963	1.4249289318177	2.2122988870065	1.31055271063273	0.388063687542141	102	cluster.tp01
SMARCA5	0.000159431082528168	0.297650140060768	0.446	0.275	1	112	0.55624037411779	1.06799432851831	1.5265678468054	1.86685678155939	2.84457979368529	1.50091657369201	0.497006375708035	251	28	0.592482729383103	1.03827370445453	1.17387501727081	1.39921484445842	2.69673702406138	1.30579824818199	0.460756635375633	102	cluster.tp01
